Numéro,titre,type,Date,statut,VISA
2159,2017-639,Amende sanctionnant le fait d'omettre sciemment de déclarer une part substantielle de son patrimoine,23 juin 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2160,2017-639,Amende sanctionnant le fait d'omettre sciemment de déclarer une part substantielle de son patrimoine,23 juin 2017,Conformité,la loi n° 88-227 du 11 mars 1988 relative à la transparence financière de la vie politique
2161,2017-639,Amende sanctionnant le fait d'omettre sciemment de déclarer une part substantielle de son patrimoine,23 juin 2017,Conformité,la loi n° 2011-412 du 14 avril 2011 portant simplification de dispositions du code électoral et relative à la transparence financière de la vie politique
2162,2017-639,Amende sanctionnant le fait d'omettre sciemment de déclarer une part substantielle de son patrimoine,23 juin 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2163,2017-638,Sursis d'imposition en cas d'échanges de titres avec soulte,16 juin 2017,Conformité,la Constitution
2164,2017-638,Sursis d'imposition en cas d'échanges de titres avec soulte,16 juin 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2165,2017-638,Sursis d'imposition en cas d'échanges de titres avec soulte,16 juin 2017,Conformité,le code général des impôts
2166,2017-638,Sursis d'imposition en cas d'échanges de titres avec soulte,16 juin 2017,Conformité,la loi n° 2012-1510 du 29 décembre 2012 de finances rectificative pour 2012
2167,2017-638,Sursis d'imposition en cas d'échanges de titres avec soulte,16 juin 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2168,2017-637,Refus d'accès à une enceinte sportive et fichier d'exclusion,16 juin 2017,Conformité,la Constitution
2169,2017-637,Refus d'accès à une enceinte sportive et fichier d'exclusion,16 juin 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2170,2017-637,Refus d'accès à une enceinte sportive et fichier d'exclusion,16 juin 2017,Conformité,le code du sport
2172,2017-637,Refus d'accès à une enceinte sportive et fichier d'exclusion,16 juin 2017,Conformité,la loi n° 2016-564 du 10 mai 2016 renforçant le dialogue avec les supporters et la lutte contre le hooliganisme
2173,2017-637,Refus d'accès à une enceinte sportive et fichier d'exclusion,16 juin 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2174,2017-636,Amende sanctionnant le défaut de production ou le caractère inexact ou incomplet de l'état de suivi des plus-values en sursis ou report d'imposition,09 juin 2017,Conformité,la Constitution
2175,2017-636,Amende sanctionnant le défaut de production ou le caractère inexact ou incomplet de l'état de suivi des plus-values en sursis ou report d'imposition,09 juin 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2176,2017-636,Amende sanctionnant le défaut de production ou le caractère inexact ou incomplet de l'état de suivi des plus-values en sursis ou report d'imposition,09 juin 2017,Conformité,le code général des impôts
2177,2017-636,Amende sanctionnant le défaut de production ou le caractère inexact ou incomplet de l'état de suivi des plus-values en sursis ou report d'imposition,09 juin 2017,Conformité,la loi n° 99-1173 du 30 décembre 1999 de finances rectificative pour 1999
2179,2017-636,Amende sanctionnant le défaut de production ou le caractère inexact ou incomplet de l'état de suivi des plus-values en sursis ou report d'imposition,09 juin 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2180,2017-635,Interdiction de séjour dans le cadre de l'état d'urgence,09 juin 2017,Non conformité totale - effet différé,la Constitution
2181,2017-635,Interdiction de séjour dans le cadre de l'état d'urgence,09 juin 2017,Non conformité totale - effet différé,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2182,2017-635,Interdiction de séjour dans le cadre de l'état d'urgence,09 juin 2017,Non conformité totale - effet différé,la loi n° 55-385 du 3 avril 1955 relative à l'état d'urgence
2183,2017-635,Interdiction de séjour dans le cadre de l'état d'urgence,09 juin 2017,Non conformité totale - effet différé,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2184,2017-634,Sanction par l'AMF de tout manquement aux obligations visant à protéger les investisseurs ou le bon fonctionnement du marché,02 juin 2017,Conformité,la Constitution
2185,2017-634,Sanction par l'AMF de tout manquement aux obligations visant à protéger les investisseurs ou le bon fonctionnement du marché,02 juin 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2186,2017-634,Sanction par l'AMF de tout manquement aux obligations visant à protéger les investisseurs ou le bon fonctionnement du marché,02 juin 2017,Conformité,le code monétaire et financier
2187,2017-634,Sanction par l'AMF de tout manquement aux obligations visant à protéger les investisseurs ou le bon fonctionnement du marché,02 juin 2017,Conformité,la loi n° 2005-842 du 26 juillet 2005 pour la confiance et la modernisation de l'économie
2188,2017-634,Sanction par l'AMF de tout manquement aux obligations visant à protéger les investisseurs ou le bon fonctionnement du marché,02 juin 2017,Conformité,la loi n° 2008-776 du 4 août 2008 de modernisation de l'économie
2189,2017-634,Sanction par l'AMF de tout manquement aux obligations visant à protéger les investisseurs ou le bon fonctionnement du marché,02 juin 2017,Conformité,la loi n° 2010-1249 du 22 octobre 2010 de régulation bancaire et financière
2190,2017-634,Sanction par l'AMF de tout manquement aux obligations visant à protéger les investisseurs ou le bon fonctionnement du marché,02 juin 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2191,2017-633,Rémunération des ministres du culte en Guyane,02 juin 2017,Conformité,la Constitution
2192,2017-633,Rémunération des ministres du culte en Guyane,02 juin 2017,Conformité,la loi constitutionnelle n° 2003-276 du 28 mars 2003 relative à l'organisation décentralisée de la République
2193,2017-633,Rémunération des ministres du culte en Guyane,02 juin 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2194,2017-633,Rémunération des ministres du culte en Guyane,02 juin 2017,Conformité,l'ordonnance royale du 27 août 1828 concernant le Gouvernement de la Guyane française
2195,2017-633,Rémunération des ministres du culte en Guyane,02 juin 2017,Conformité,la loi du 13 avril 1900 portant fixation du budget général des dépenses et recettes de l'exercice 1900
2196,2017-633,Rémunération des ministres du culte en Guyane,02 juin 2017,Conformité,la loi du 9 décembre 1905 concernant la séparation des Églises et de l'État
2198,2017-633,Rémunération des ministres du culte en Guyane,02 juin 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2199,2017-632,Procédure collégiale préalable à la décision de limitation ou d'arrêt des traitements d'une personne hors d'état d'exprimer s,02 juin 2017,Conformité - réserve,la Constitution
2200,2017-632,Procédure collégiale préalable à la décision de limitation ou d'arrêt des traitements d'une personne hors d'état d'exprimer s,02 juin 2017,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2201,2017-632,Procédure collégiale préalable à la décision de limitation ou d'arrêt des traitements d'une personne hors d'état d'exprimer s,02 juin 2017,Conformité - réserve,le code de la santé publique
2202,2017-632,Procédure collégiale préalable à la décision de limitation ou d'arrêt des traitements d'une personne hors d'état d'exprimer s,02 juin 2017,Conformité - réserve,la loi n° 2016-87 du 2 février 2016 créant de nouveaux droits en faveur des malades et des personnes en fin de vie
2203,2017-632,Procédure collégiale préalable à la décision de limitation ou d'arrêt des traitements d'une personne hors d'état d'exprimer s,02 juin 2017,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2211,2017-631,Droit départemental de passage sur les ponts reliant une île maritime au continent,24 mai 2017,Conformité,la Constitution
2212,2017-631,Droit départemental de passage sur les ponts reliant une île maritime au continent,24 mai 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2213,2017-631,Droit départemental de passage sur les ponts reliant une île maritime au continent,24 mai 2017,Conformité,le code de l'environnement
2215,2017-631,Droit départemental de passage sur les ponts reliant une île maritime au continent,24 mai 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2216,2017-630,Renvoi au décret pour fixer les règles de déontologie et les sanctions disciplinaires des avocats,19 mai 2017,Non lieu à statuer,la Constitution
2217,2017-630,Renvoi au décret pour fixer les règles de déontologie et les sanctions disciplinaires des avocats,19 mai 2017,Non lieu à statuer,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2219,2017-630,Renvoi au décret pour fixer les règles de déontologie et les sanctions disciplinaires des avocats,19 mai 2017,Non lieu à statuer,la décision du Conseil constitutionnel n° 2011-171/178 QPC du 29 septembre 2011
2220,2017-630,Renvoi au décret pour fixer les règles de déontologie et les sanctions disciplinaires des avocats,19 mai 2017,Non lieu à statuer,la décision du Conseil constitutionnel n° 2014-385 QPC du 28 mars 2014
2221,2017-630,Renvoi au décret pour fixer les règles de déontologie et les sanctions disciplinaires des avocats,19 mai 2017,Non lieu à statuer,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2222,2017-629,Taux effectif de la CVAE pour les sociétés membres de groupes fiscalement intégrés,19 mai 2017,Non conformité totale,la Constitution
2223,2017-629,Taux effectif de la CVAE pour les sociétés membres de groupes fiscalement intégrés,19 mai 2017,Non conformité totale,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
2224,2017-629,Taux effectif de la CVAE pour les sociétés membres de groupes fiscalement intégrés,19 mai 2017,Non conformité totale,le code général des impôts
2225,2017-629,Taux effectif de la CVAE pour les sociétés membres de groupes fiscalement intégrés,19 mai 2017,Non conformité totale,le livre des procédures fiscales
2226,2017-629,Taux effectif de la CVAE pour les sociétés membres de groupes fiscalement intégrés,19 mai 2017,Non conformité totale,la loi n° 2010-1657 du 29 décembre 2010 de finances pour 2011
2227,2017-629,Taux effectif de la CVAE pour les sociétés membres de groupes fiscalement intégrés,19 mai 2017,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2228,2017-627/628,Contribution patronale sur les attributions d'actions gratuites,28 avril 2017,Conformité - réserve,la Constitution
2229,2017-627/628,Contribution patronale sur les attributions d'actions gratuites,28 avril 2017,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2230,2017-627/628,Contribution patronale sur les attributions d'actions gratuites,28 avril 2017,Conformité - réserve,le code de commerce
2231,2017-627/628,Contribution patronale sur les attributions d'actions gratuites,28 avril 2017,Conformité - réserve,le code de la sécurité sociale
2232,2017-627/628,Contribution patronale sur les attributions d'actions gratuites,28 avril 2017,Conformité - réserve,la loi n° 2007-1786 du 19 décembre 2007 de financement de la sécurité sociale pour 2008
2233,2017-627/628,Contribution patronale sur les attributions d'actions gratuites,28 avril 2017,Conformité - réserve,les arrêts de la Cour de cassation n° 743 du 7 mai 2014 et n° 569 du 2 avril 2015
2234,2017-627/628,Contribution patronale sur les attributions d'actions gratuites,28 avril 2017,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2235,2017-626,Application des procédures collectives aux agriculteurs,28 avril 2017,Conformité,la Constitution
2236,2017-626,Application des procédures collectives aux agriculteurs,28 avril 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2237,2017-626,Application des procédures collectives aux agriculteurs,28 avril 2017,Conformité,le code de commerce
2238,2017-626,Application des procédures collectives aux agriculteurs,28 avril 2017,Conformité,le code rural et de la pêche maritime
2239,2017-626,Application des procédures collectives aux agriculteurs,28 avril 2017,Conformité,la loi n° 85-98 du 25 janvier 1985 relative au redressement et à la liquidation judiciaires des entreprises
2240,2017-626,Application des procédures collectives aux agriculteurs,28 avril 2017,Conformité,la loi n° 93-934 du 22 juillet 1993 relative à la partie législative du livre III (nouveau) du code rural
2241,2017-626,Application des procédures collectives aux agriculteurs,28 avril 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2242,2017-625,Entreprise individuelle terroriste,07 avril 2017,Non conformité partielle - réserve,la Constitution
2243,2017-625,Entreprise individuelle terroriste,07 avril 2017,Non conformité partielle - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2244,2017-625,Entreprise individuelle terroriste,07 avril 2017,Non conformité partielle - réserve,le code pénal
2245,2017-625,Entreprise individuelle terroriste,07 avril 2017,Non conformité partielle - réserve,la loi n° 2014-1353 du 13 novembre 2014 renforçant les dispositions relatives à la lutte contre le terrorisme
2246,2017-625,Entreprise individuelle terroriste,07 avril 2017,Non conformité partielle - réserve,la décision du Conseil constitutionnel n° 86-213 DC du 3 septembre 1986
2247,2017-625,Entreprise individuelle terroriste,07 avril 2017,Non conformité partielle - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2248,2017-623,Secret professionnel et obligation de discrétion du défenseur syndical,07 avril 2017,Conformité,la Constitution
2249,2017-623,Secret professionnel et obligation de discrétion du défenseur syndical,07 avril 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2250,2017-623,Secret professionnel et obligation de discrétion du défenseur syndical,07 avril 2017,Conformité,le code pénal
2251,2017-623,Secret professionnel et obligation de discrétion du défenseur syndical,07 avril 2017,Conformité,le code du travail
2252,2017-623,Secret professionnel et obligation de discrétion du défenseur syndical,07 avril 2017,Conformité,la loi n° 71-1130 du 31 décembre 1971 portant réforme de certaines professions judiciaires et juridiques
2254,2017-623,Secret professionnel et obligation de discrétion du défenseur syndical,07 avril 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2255,2016-621,Cumul des poursuites pénales et administratives en cas d'emploi illégal d'un travailleur étranger,30 mars 2017,Conformité,la Constitution
2256,2016-621,Cumul des poursuites pénales et administratives en cas d'emploi illégal d'un travailleur étranger,30 mars 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2257,2016-621,Cumul des poursuites pénales et administratives en cas d'emploi illégal d'un travailleur étranger,30 mars 2017,Conformité,le code du travail
2258,2016-621,Cumul des poursuites pénales et administratives en cas d'emploi illégal d'un travailleur étranger,30 mars 2017,Conformité,la loi n° 2012-1509 du 29 décembre 2012 de finances pour 2013
2259,2016-621,Cumul des poursuites pénales et administratives en cas d'emploi illégal d'un travailleur étranger,30 mars 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2260,2016-620,Taxe sur la publicité diffusée par les chaînes de télévision,30 mars 2017,Non conformité totale,la Constitution
2261,2016-620,Taxe sur la publicité diffusée par les chaînes de télévision,30 mars 2017,Non conformité totale,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2262,2016-620,Taxe sur la publicité diffusée par les chaînes de télévision,30 mars 2017,Non conformité totale,le code général des impôts
2263,2016-620,Taxe sur la publicité diffusée par les chaînes de télévision,30 mars 2017,Non conformité totale,la loi n° 2013-1028 du 15 novembre 2013 relative à l'indépendance de l'audiovisuel public
2264,2016-620,Taxe sur la publicité diffusée par les chaînes de télévision,30 mars 2017,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2265,2016-622,Remboursement du versement destiné aux transports,30 mars 2017,Conformité,la Constitution
2266,2016-622,Remboursement du versement destiné aux transports,30 mars 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2267,2016-622,Remboursement du versement destiné aux transports,30 mars 2017,Conformité,le code général des collectivités territoriales
2268,2016-622,Remboursement du versement destiné aux transports,30 mars 2017,Conformité,la loi n° 2009-1674 du 30 décembre 2009 de finances rectificative pour 2009
2269,2016-622,Remboursement du versement destiné aux transports,30 mars 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2270,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,la Constitution
2271,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2272,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,le code de justice administrative
2273,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,la loi n° 55-385 du 3 avril 1955 relative à l'état d'urgence
2274,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,la loi n° 2015-1501 du 20 novembre 2015 prorogeant l'application de la loi n° 55-385 du 3 avril 1955 relative à l'état d'urgence et renforçant l'efficacité de ses dispositions
2275,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,la loi n° 2016-1767 du 19 décembre 2016 prorogeant l'application de la loi n° 55-385 du 3 avril 1955 relative à l'état d'urgence
2276,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,la décision du Conseil constitutionnel n° 2015-527 QPC du 22 décembre 2015
2277,2017-624,Assignations à résidence dans le cadre de l'état d'urgence II,16 mars 2017,Non conformité partielle - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2278,2016-619,Sanction du défaut de remboursement des fonds versés au profit d'actions de formation professionnelle continue,16 mars 2017,Conformité - réserve,la Constitution
2279,2016-619,Sanction du défaut de remboursement des fonds versés au profit d'actions de formation professionnelle continue,16 mars 2017,Conformité - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2280,2016-619,Sanction du défaut de remboursement des fonds versés au profit d'actions de formation professionnelle continue,16 mars 2017,Conformité - réserve,le code du travail
2281,2016-619,Sanction du défaut de remboursement des fonds versés au profit d'actions de formation professionnelle continue,16 mars 2017,Conformité - réserve,la loi n° 2009-1437 du 24 novembre 2009 relative à l'orientation et à la formation professionnelle tout au long de la vie
2282,2016-619,Sanction du défaut de remboursement des fonds versés au profit d'actions de formation professionnelle continue,16 mars 2017,Conformité - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2283,2016-618,Amende pour défaut de déclaration de trust,16 mars 2017,Non conformité partielle,la Constitution
2284,2016-618,Amende pour défaut de déclaration de trust,16 mars 2017,Non conformité partielle,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2285,2016-618,Amende pour défaut de déclaration de trust,16 mars 2017,Non conformité partielle,le code général des impôts
2286,2016-618,Amende pour défaut de déclaration de trust,16 mars 2017,Non conformité partielle,la loi n° 2011-900 du 29 juillet 2011 de finances rectificative pour 2011
2287,2016-618,Amende pour défaut de déclaration de trust,16 mars 2017,Non conformité partielle,la loi n° 2013-1117 du 6 décembre 2013 relative à la lutte contre la fraude fiscale et la grande délinquance économique et financière
2288,2016-618,Amende pour défaut de déclaration de trust,16 mars 2017,Non conformité partielle,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2289,2016-616/617,Procédure de sanction devant la Commission nationale des sanctions,09 mars 2017,Non conformité totale,la Constitution
2290,2016-616/617,Procédure de sanction devant la Commission nationale des sanctions,09 mars 2017,Non conformité totale,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2291,2016-616/617,Procédure de sanction devant la Commission nationale des sanctions,09 mars 2017,Non conformité totale,le code monétaire et financier
2292,2016-616/617,Procédure de sanction devant la Commission nationale des sanctions,09 mars 2017,Non conformité totale,la loi n° 2009-526 du 12 mai 2009 de simplification et de clarification du droit et d'allègement des procédures
2294,2016-616/617,Procédure de sanction devant la Commission nationale des sanctions,09 mars 2017,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2295,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,la Constitution
2296,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2297,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,le règlement (CE) n° 883/2004 du Parlement européen et du Conseil du 29 avril 2004
2298,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,le code de la sécurité sociale
2299,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,la loi n° 2006-1771 du 30 décembre 2006 de finances rectificative pour 2006
2300,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,la loi n° 2008-1425 du 27 décembre 2008 de finances pour 2009
2301,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,la décision du Conseil constitutionnel n° 2016-610 QPC du 10 février 2017
2302,2016-615,Rattachement à un autre régime de sécurité sociale et assujettissement du patrimoine à la CSG,09 mars 2017,Conformité - non lieu à statuer,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2303,2016-614,Imposition des revenus réalisés par l'intermédiaire de structures établies hors de France et soumises à un régime fiscal privilégié,01 mars 2017,Non conformité partielle - réserve,la Constitution
2304,2016-614,Imposition des revenus réalisés par l'intermédiaire de structures établies hors de France et soumises à un régime fiscal privilégié,01 mars 2017,Non conformité partielle - réserve,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2305,2016-614,Imposition des revenus réalisés par l'intermédiaire de structures établies hors de France et soumises à un régime fiscal privilégié,01 mars 2017,Non conformité partielle - réserve,le code général des impôts
2306,2016-614,Imposition des revenus réalisés par l'intermédiaire de structures établies hors de France et soumises à un régime fiscal privilégié,01 mars 2017,Non conformité partielle - réserve,la loi n° 2009-1674 du 30 décembre 2009 de finances rectificative pour 2009
2307,2016-614,Imposition des revenus réalisés par l'intermédiaire de structures établies hors de France et soumises à un régime fiscal privilégié,01 mars 2017,Non conformité partielle - réserve,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2308,2016-613,Recours subrogatoire des départements servant des prestations sociales,24 février 2017,Conformité,la Constitution
2309,2016-613,Recours subrogatoire des départements servant des prestations sociales,24 février 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2310,2016-613,Recours subrogatoire des départements servant des prestations sociales,24 février 2017,Conformité,le code de l'action sociale et des familles
2311,2016-613,Recours subrogatoire des départements servant des prestations sociales,24 février 2017,Conformité,la loi n° 85-677 du 5 juillet 1985 tendant à l'amélioration de la situation des victimes d'accidents de la circulation et à l'accélération des procédures d'indemnisation
2312,2016-613,Recours subrogatoire des départements servant des prestations sociales,24 février 2017,Conformité,la loi n° 94-678 du 8 août 1994 relative à la protection sociale complémentaire des salariés et portant transposition des directives n° 92-49 et n° 92-96 des 18 juin et 10 novembre 1992 du Conseil des communautés européennes
2313,2016-613,Recours subrogatoire des départements servant des prestations sociales,24 février 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2314,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,la Constitution
2315,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2316,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,le code général des impôts
2317,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,la loi n° 48-1974 du 31 décembre 1948 fixant l'évaluation des voies et moyens du budget de l'exercice 1949 et relative à diverses dispositions d'ordre financier
2319,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,la loi n° 2000-1352 du 30 décembre 2000 de finances pour 2001
2321,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,le décret n° 50-478 du 6 avril 1950 portant règlement d'administration publique pour la refonte des codes fiscaux et la mise en harmonie de leurs dispositions avec celles du décret du 9 décembre 1948 et des lois subséquentes
2322,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,la décision du Conseil d'État n° 265562 du 13 avril 2005
2323,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,la décision du Conseil d'État n° 278540 du 30 mars 2007
2324,2016-612,Dégrèvement de la taxe foncière sur les propriétés bâties en cas de vacance d'une maison normalement destinée à la location ou d'inexploitation d'un immeuble utilisé par le contribuable lui-même,24 février 2017,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
2325,2016-611,Délit de consultation habituelle de sites internet terroristes,10 février 2017,Non conformité totale,la Constitution
2326,2016-611,Délit de consultation habituelle de sites internet terroristes,10 février 2017,Non conformité totale,l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
2327,2016-611,Délit de consultation habituelle de sites internet terroristes,10 février 2017,Non conformité totale,le code pénal
2328,2016-611,Délit de consultation habituelle de sites internet terroristes,10 février 2017,Non conformité totale,le code de procédure  pénale
2329,2016-611,Délit de consultation habituelle de sites internet terroristes,10 février 2017,Non conformité totale,le code de la sécurité intérieure
2330,2016-611,Délit de consultation habituelle de sites internet terroristes,10 février 2017,Non conformité totale,la loi n° 2004-575 du 21 juin 2004 pour la confiance dans l'économie numérique
