CaseID,Date,Arbitrator_1,Arbitrator_2,Arbitrator_3,Arbitrator_4,Status,OldID,Case_Number,Region_(Speculative),Modif_And_Date,Sector,ClaimantCouns,RespondentCouns,Replaced
1161,May-19,BOSCO LEE João | Brazil | President | Co-arbitrators | Active,MARCONDES Fernando | Brazil | Co-arbitrator | Claimant(s) | Active,Visconte Debora | Brazil | Co-arbitrator | Respondent(s) | Active,,Pending,Old1170,23764 GSS,,,,,,
1162,May-19,SILVA ROMERO Eduardo | Colombia ; France | President | Co-arbitrators | Active,EIZIRIK Nelson | Brazil | Co-arbitrator | Claimant(s) | Active,Prado Mauricio | Brazil | Co-arbitrator | Respondent(s) | Active,ALMEIDA PRADO Mauricio | Brazil | Co-arbitrator | Respondent(s) | Active,Closed,Old1171,23896 GSS,,"Closed, May 22",,,,
1163,May-19,GRIGERA NAÓN Horacio Alberto | Argentina | President | Court | Active,Feris Jose | Dominican Republic ; Guatemala ; Spain | Co-arbitrator | Claimant(s) | Active,POLEBAUM Elliot | United States of America | Co-arbitrator | Respondent(s) | Active,,Pending,Old1172,24050/GSS,,,,,,
1164,May-19,KRUEGER PELA Juliana | Brazil ; Italy | President | Co-arbitrators | Active,Peteffi da Silva Rafael | Brazil | Co-arbitrator | Respondent(s) | Active,ARI SUNDFELD Carlos | Brazil | Co-arbitrator | Claimant(s) | Active,,Closed,Old1173,23766/GSS,,"Closed, May 22",,,,
1165,Jun-19,RIGOZZI Antonio | Switzerland | President | Court | Active,HASSALL Cameron | Australia | Co-arbitrator | Claimant(s) | Active,YOUNG Timothy Nicholas | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,,Pending,Old1174,Apr-64,,,,,,
1166,Jun-19,ELSING SIEGFRIED H. | Germany | Co-arbitrators | Active,PESTALOZZI CHRISTOPH | Switzerland | Parties | Active,BERNET MARTIN | Switzerland | Respondent(s) | Active,,Closed,Old1175,23608/FS,,,,,,
1167,Jun-19,CHAN Raymond | Singapore | President | Court | Active,CHOW Kok Fong | Singapore | Co-arbitrator | Claimant(s) | Active,LEE Edwin Peng Khoon | Singapore | Co-arbitrator | Respondent(s) | Active,MANGAN Mark | Australia | Emergency Arbitrator | Court | Active,Pending,Old1176,23797/HTG,,,,,,
0,Dec-18,Sole Arbitrator ?,,,,Closed,,23792/HTG,,,,,,
1168,Jun-19,MCDOUGALL Robert Calder | Australia | President | Co-arbitrators | Active,RAMSEY Vivian Arthur | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,ROWLAND John Peter | Australia ; United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Claimant(s) | Active,,Pending,Old1177,23987/HTG,,,,,,
1169,Jun-19,SO Shiu Tsung Thomas | China | Sole Arbitrator | Parties | Active,,,,Closed,Old1178,24055/PTA,,"Closed, Nov 21",,,,
1170,Jun-19,BERGER KLAUS PETER | Germany | Co-arbitrators | Active,BORRIS CHRISTIAN | Germany | Claimant(s) | Active,KROLL STEFAN | Germany | Respondent(s) | Active,,Closed,Old1180,23188/FS,,,,,,
1171,Jun-19,KROLL Stefan | Germany | President | Co-arbitrators | Active,HANEFELD Inka | Germany | Co-arbitrator | Respondent(s) | Active,KOEPP Johannes | Germany | Co-arbitrator | Claimant(s) | Active,,Closed,Old1181,23086/FS,,"Closed, Jul 21",,,,
1172,Jun-19,Leinemann Ralf | Germany | Sole Arbitrator | Court | Active,,,,Closed,Old1182,24096/FS,, | Entry disappeared in Oct 21,,,,
1173,Jun-19,LECUYER-THIEFFRY Christine | France | President | Co-arbitrators | Active,BENSAUDE Denis | France | Co-arbitrator | Claimant(s) | Active,Harb Jean Pierre | France ; Lebanon | Co-arbitrator | Respondent(s) | Active,,Closed,Old1184,23801/DDA,,"Closed, May 22",,,,
1174,Jun-19,FRANÇA GOUVEIA MARIANA | Portugal | Court | Active,,,,Closed,Old1185,24125/DDA,,,,,,
1175,Jun-19,Fouchard Papaefstratiou Athina | Greece | Sole Arbitrator | Court | Active,,,,Closed,Old1186,24130/DDA,,"Closed, Aug 21",,,,
1176,Jun-19,VON DEWALL Sophia | Netherlands | Sole Arbitrator | Court | Active,,,,Pending,Old1187,24137/DDA,,,,,,
1177,Jun-19,KONATE MAMADOU | France ; Mali | Court | Active,DE SCHOUTHEETE AIMERY | Belgium | Court | Active,,,Closed,Old1188,24128/DDA,,,,,,
1178,Jun-19,HASSALL CAMERON | Australia | Court | Active,,,,Closed,Old1189,23949/PTA,,,,,,
1179,Jun-19,HOSKING JAMES | New Zealand ; United States of America | Co-arbitrators | Active,SUSSMAN EDNA | Israel ; United States of America | Claimant(s) | Active,CARTER JAMES | United States of America | Respondent(s) | Active,,Closed,Old1190,23809/MK,,,,,,
1180,Jun-19,Flecke-Giammarco Gustav | Germany | Sole Arbitrator | Parties | Active,,,,Closed,Old1191,24149/FS,,"Closed, Dec 21",,,,
1181,Jun-19,KNOTTENBELT DIRK | Netherlands | Co-arbitrators | Active,CONWAY SHAWN C. | Netherlands ; United States of America | Claimant(s) | Active,ZHANG YUQING | China | Respondent(s) | Active,,Closed,Old1192,23693/FS/PTA,,,,,,
1182,Jul-19,PARK William W. | Switzerland ; United States of America | President | Co-arbitrators | Active,SCHWARTZ Eric | France ; United States of America | Co-arbitrator | Respondent(s) | Active,HERTZFELD Jeffrey | United States of America | Co-arbitrator | Claimant(s) | Active,,Pending,Old1193,23775/DDA,,,,,,
1183,Jun-19,Galindez Valeria | Argentina ; Brazil | President | Co-arbitrators | Active,SEREC Fernando | Brazil | Co-arbitrator | Claimant(s) | Active,WAISBERG Ivo | Brazil | Co-arbitrator | Respondent(s) | Active,,Pending,Old1194,24146 GSS,,,,,,
1184,Jun-19,LLOYD-WILLIAMS Alan Mark | United Kingdom (of Great Britain and Northern Ireland) | President | Court | Active,SERIKI Hakeem | Niger ; United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Court | Active,CHAPMAN Peter H.J. | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Claimant(s) | Active,,Closed,Old1195,23577/TO,,"Closed, Aug 21",,,,
1185,Jun-19,BREKOULAKIS Stavros | Greece | President | Court | Active,COLLINS Michael | Ireland | Co-arbitrator | Claimant(s) | Active,Savola Mika | Finland | Co-arbitrator | Respondent(s) | Active,,Closed,Old1196,24084/TO,,"Closed, Aug 21",,,,
1186,Jun-19,BOWDERY Martin | United Kingdom (of Great Britain and Northern Ireland) | Sole Arbitrator | Parties | Active,,,,Closed,Old1197,24042/TO,,"Closed, Aug 21",,,,
1187,Jul-19,RADICATI DI BROZOLO Luca | Italy | President | Court | Active,Sacco Sabina | Chile ; El Salvador ; Italy | Co-arbitrator | Respondent(s) | Active,ZULETA Alberto | Colombia | Co-arbitrator | Claimant(s) | Active,,Pending,Old1198,23816/JPA,,,,,,
1188,Jul-19,MURRLE ANNE | Colombia ; Germany | Court | Active,,,,Closed,Old1199,24053/JPA,,,,,,
1189,Jul-19,SIQUEIROS Eduardo | Mexico | President | Co-arbitrators | Active,BULLARD GONZALEZ Alfredo | Peru | Co-arbitrator | Claimant(s) | Active,SABATER ANIBAL | Spain | Co-arbitrator | Respondent(s) | Active,,Closed,Old1200,24204/JPA,,"Closed, Jul 21",,,,
1190,Jul-19,KLEINHEISTERKAMP Jan | Germany ; Peru | President | Court | Active,Feris Jose | Dominican Republic ; Guatemala ; Spain | Co-arbitrator | Claimant(s) | Active,Nunes Pinto José Emilio | Brazil | Co-arbitrator | Respondent(s) | Active,,Pending,Old1201,24071/GSS/PFF,,,,,,
1191,Jul-19,ARIAS DAVID | Spain | Court | Active,OSSA FELIPE | Chile | Court | Active,WHITESELL ANNE MARIE | France ; United States of America | Court | Active,,Closed,Old1202,23940/MK,,,,,,
1192,Jul-19,PONCET Charles | Switzerland | President | Co-arbitrators | Active,GUNTER Pierre-Yves | Switzerland | Co-arbitrator | Respondent(s) | Active,BAIZEAU Domitille | France ; New Zealand | Co-arbitrator | Claimant(s) | Active,BAIZEAU Domitille | France ; New Zealand | Co-arbitrator | Claimant(s) | Active,Pending,Old1203,23975/FS,,,,,,
1193,Jul-19,LEBOIS MAUDE | Belgium | Court | Active,,,,Closed,Old1204,24127/DDA,,,,,,
1194,Jul-19,TEYNIER ERIC | France | Co-arbitrators | Active,MEYER FABRE NATHALIE | France | Claimant(s) | Active,CASTINEIRA ELISEO | France | Respondent(s) | Active,,Closed,Old1206,24021/DDA,,,,,,
1195,Jul-19,Mayer Pierre | France | President | Claimant(s) | Active,AUDIT Mathias | France | President | Co-arbitrators | Active,FADLALLAH Ibrahim | France ; Lebanon | Co-arbitrator | Respondent(s) | Active,,Closed,Old1207,23749/DDA,, | Entry disappeared in Sep 21,,,,
1196,Jul-19,SCHWARTZ ERIC | France ; United States of America | Court | Active,FATHALLAH RAED | Lebanon ; Canada | Claimant(s) | Active,AL HASHIMI ALI | United Arab Emirates | Respondent(s) | Active,,Closed,Old1208,24008/DDA,,,,,,
1197,Jul-19,COHEN Daniel | France | President | Co-arbitrators | Active,AYNÈS Laurent | France | Co-arbitrator | Claimant(s) | Active,Mayer Pierre | France | Co-arbitrator | Respondent(s) | Active,,Pending,Old1209,23958/DDA,,,,,,
1198,Jul-19,Garcia Represa José Manuel | Spain | Sole Arbitrator | Court | Active,,,,Pending,Old1210,22777/DDA,,,,,,
1199,Jul-19,CHARLES JARROSSON | France | Parties | Active,,,,Closed,Old1211,24079/DDA,,,,,,
1200,Jul-19,BÄRTSCH PHILIPPE | Switzerland | Court | Active,,,,Closed,Old1212,24068/DDA,,,,,,
1201,Jul-19,OBEID Ziad | France ; Lebanon | Sole Arbitrator | Court | Active,,,,Closed,Old1213,24013/DDA,,"Closed, Dec 21",,,,
1202,Jul-19,Peterson Patricia | Canada | President | Court | Active,FLORIT QUERO Boris | Cuba | Co-arbitrator | Respondent(s) | Active,Newmark Christopher | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Claimant(s) | Active,,Closed,Old1214,24097/FS,,"Closed, Aug 21",,,,
1203,Aug-19,FRY Jason A. | New Zealand ; United Kingdom (of Great Britain and Northern Ireland) | Sole Arbitrator | Court | Active,,,,Pending,Old1215,23822/GR,,,,,,
1204,Aug-19,PATOCCHI Paolo Michele | Switzerland | President | Co-arbitrators | Active,HABEGGER Philipp | Switzerland | Co-arbitrator | Claimant(s) | Active,Peter Henry | France ; Switzerland | Co-arbitrator | Respondent(s) | Active,,Pending,Old1216,23953/GR,,,,,,
1205,Aug-19,SPOORENBERG FRANK | France ; Switzerland | Parties | Active,,,,Closed,Old1217,24138/GR,,,,,,
1206,Aug-19,OUERFELLI Ahmed | Tunisia | President | Co-arbitrators | Active,NASSER Walid | Lebanon ; United States of America | Co-arbitrator | Respondent(s) | Active,ABDELTAWAB Ahmed Ibrahim | Egypt | Co-arbitrator | Claimant(s) | Active,,Closed,Old1218,24006 AYZ,,"Closed, Nov 21",,,,
1207,Aug-19,Bunni Nael | Ireland | President | Co-arbitrators | Active,OBEID Ziad | France ; Lebanon | Co-arbitrator | Claimant(s) | Active,BARTLETT Andrew | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,,Pending,Old1219,23596 AYZ,,,,,,
1208,Aug-19,CREMADES BERNARDO M | Spain | Co-arbitrators | Active,ABDEL RAOUF MOHAMED | Egypt | Claimant(s) | Active,SELIM ISMAIL AHMED ABDELWAHABISMAIL | Egypt | Respondent(s) | Active,,Closed,Old1220,24019 AYZ,,,,,,
1209,Aug-19,REICHERT Klaus | Germany ; Ireland | President | Co-arbitrators | Active,EATON Timothy | United States of America | Co-arbitrator | Claimant(s) | Active,Schaner Lawrence | United States of America | Co-arbitrator | Respondent(s) | Active,,Closed,Old1222,24025/MK,, | Entry disappeared in Jan 22,,,,
1210,Aug-19,HORTON WILLIAM | Canada | Court | Active,,,,Closed,Old1223,24264/MK,,,,,,
1211,Aug-19,DALLAFIOR Roberto | Italy ; Switzerland | President | Co-arbitrators | Active,HABEGGER Philipp | Switzerland | Co-arbitrator | Respondent(s) | Active,PALAY Marc Stephen | United States of America | Co-arbitrator | Claimant(s) | Active,,Pending,Old1224,24151/PTA,,,,,,
1212,Aug-19,WILLIAMS David A.R. | New Zealand | President | Co-arbitrators | Active,VAN DEN BERG Professor Albert Jan | Netherlands | Co-arbitrator | Claimant(s) | Active,REES QC Peter | | Co-arbitrator | Respondent(s) | Active,,Pending,Old1225,23895/PTA,,,,,,
1213,Aug-19,LO BENNY | United Kingdom (of Great Britain and Northern Ireland) | Court | Active,,,,Closed,Old1226,24233/PTA,,,,,,
1214,Aug-19,MADUMERE CHIKWENDU | Nigeria | Court | Active,NSUGBE OBA ERIC | Nigeria | Claimant(s) | Active,ADEKOYA FUNKE | Nigeria ; United Kingdom (of Great Britain and Northern Ireland) | Respondent(s) | Active,,Closed,Old1229,24188/TO,,,,,,
1215,Aug-19,KASOLOWSKY Boris | France ; Germany | President | Court | Active,Reiner Andreas | | Co-arbitrator | Claimant(s) | Active,TOZZI Nigel | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Co-arbitrators | Active,,Closed,Old1232,24158/Fs,,"Closed, Nov 21",,,,
1216,Aug-19,NATER-BASS Gabrielle | Switzerland | President | Court | Active,Lopez Alejandro | Spain | Co-arbitrator | Claimant(s) | Active,PAKSOY Serdar | Turkey | Co-arbitrator | Court | Active,,Pending,Old1233,23466/GR,,,,,,
1217,Aug-19,TANG Robert | China ; United Kingdom (of Great Britain and Northern Ireland) | President | Co-arbitrators | Active,YUEN Rimsky | China | Co-arbitrator | Respondent(s) | Active,YANG Philip Liangyee | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Claimant(s) | Active,,Pending,Old1234,24088/PTA,,,,,,
1218,Aug-19,FERNÁNDEZ ARMESTO Juan | Spain | President | Co-arbitrators | Active,Nunes Pinto José Emilio | Brazil | Co-arbitrator | Respondent(s) | Active,SCHREIBER Anderson | Brazil | Co-arbitrator | Claimant(s) | Active,FERNÁNDEZ ARMESTO Juan | Spain | President | Co-arbitrators | Active,Pending,Old1235,23909/GSS/PFF,,,,,,
1219,Aug-19,SIQUEIRA Antonio Cesar | | President | Co-arbitrators | Active,BATISTA MARTINS Pedro Antonio | Brazil | Co-arbitrator | Respondent(s) | Active,VON ADAMEK Marcelo Vieira | Brazil ; Germany | Co-arbitrator | Claimant(s) | Active,VON ADAMEK Marcelo | Brazil ; Germany | Co-arbitrator | Claimant(s) | Active,Pending,Old1236,23857/GSS/PFF (C 24089/GSS),,,,,,
1220,Aug-19,NANNI Giovanni Ettore | Brazil ; Italy | President | Co-arbitrators | Active,Prado Mauricio | Brazil | Co-arbitrator | Claimant(s) | Active,NEDER CEREZETTI Sheila Christina | Brazil | Co-arbitrator | Respondent(s) | Active,ALMEIDA PRADO Mauricio | Brazil | Co-arbitrator | Claimant(s) | Active,Closed,Old1237,23748/GSS/PFF,,"Closed, Sep 22",,,,
1221,Aug-19,LAEUCHLI URS | Switzerland | Court | Active,,,,Closed,Old1238,24330/MK,,,,,,
1222,Sep-19,AKENHEAD Robert | United Kingdom (of Great Britain and Northern Ireland) | President | Co-arbitrators | Active,Harding Richard | Germany ; United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Claimant(s) | Active,JACKSON Rupert Matthew | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,,Closed,Old1239,24263/PTA,,"Closed, Dec 21",,,,
1223,Sep-19,BULLARD GONZALEZ Alfredo | Peru | President | Co-arbitrators | Active,GONZÁLEZ DE COSSÍO Francisco | Mexico | Co-arbitrator | Claimant(s) | Active,CONEJERO ROOS Cristian | Chile | Co-arbitrator | Respondent(s) | Active,CONEJERO ROOS Cristián | Chile | Co-arbitrator | Respondent(s) | Active,Closed,Old1240,24238 / JPA,,"Closed, May 22",,,,
1224,Sep-19,VON WOBESER Claus | Germany ; Mexico | President | Court | Active,hendel clifford | France ; United States of America | Co-arbitrator | Respondent(s) | Active,PICOD Yves | France | Co-arbitrator | Claimant(s) | Active,,Closed,Old1241,24121/JPA,,"Closed, May 22",,,,
1225,Sep-19,CAMPOLIETI FEDERICO | Argentina | Court | Active,,,,Closed,Old1242,24322/JPA,,,,,,
1226,Sep-19,HENNECKE Rudolf | Germany | President | Court | Active,STEMPFLE Christian Thomas | Germany | Co-arbitrator | Claimant(s) | Active,BAUMANN Antje | Germany | Co-arbitrator | Respondent(s) | Active,Baumann Antje | Germany | Co-arbitrator | Respondent(s) | Active,Closed,Old1243,24165/FS,,"Closed, Sep 22",,,,
1227,Sep-19,DE VITO BIERI Sandra | Italy ; Switzerland | Sole Arbitrator | Parties | Active,,,,Closed,Old1244,24396/FS,,"Closed, Aug 21",,,,
1228,Sep-19,KLÖTZEL Thomas R. | Germany | President | Co-arbitrators | Active,LOERCHER Torsten | Germany ; United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Claimant(s) | Active,HANEFELD Inka | Germany | Co-arbitrator | Respondent(s) | Active,,Closed,Old1246,24237/FS,, | Entry disappeared in Sep 21,,,,
1229,Sep-19,KAUFMANN-KOHLER Gabrielle | Switzerland | President | Co-arbitrators | Active,MOSER Michael | Austria | Co-arbitrator | Claimant(s) | Active,NEUBERGER David Edmond | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,,Pending,Old1247,24256/PTA,,,,,,
1230,Sep-19,COLLINS MICHAEL | United Kingdom (of Great Britain and Northern Ireland) | Parties | Active,SCHIEFELBEIN LESTER | United States of America | Claimant(s) | Active,GHIKAS GERALD | Canada | Respondent(s) | Active,,Closed,Old1249,23950/MK,,,,,,
1231,Sep-19,NOBLE JOHN WILLIAM | United States of America | Co-arbitrators | Active,STEELE MYRON T. | United States of America | Claimant(s) | Active,CHANDLER WILLIAM B. | United States of America | Respondent(s) | Active,,Closed,Old1250,23989/MK,,,,,,
1232,Sep-19,FERNÁNDEZ ARMESTO Juan | Spain | President | Co-arbitrators | Active,FRIEDLAND Paul D. | United States of America | Co-arbitrator | Claimant(s) | Active,SOVERAL MARTINS Alexandre | Portugal | Co-arbitrator | Respondent(s) | Active,FERNÁNDEZ ARMESTO Juan | Spain | President | Co-arbitrators | Active,Pending,Old1251,23944/MK,,,,,,
1233,Sep-19,BOSTON Robert E. | United States of America | President | Co-arbitrators | Active,DUVAL Stanwood Richardson | United States of America | Co-arbitrator | Claimant(s) | Active,KAMP David P. | United States of America | Co-arbitrator | Respondent(s) | Active,,Pending,Old1252,23862/MK,,,,,,
1234,Sep-19,LEE Eun Yung | Korea (Rep. of) | Sole Arbitrator | Court | Active,,,,Pending,Old1253,23683/PTA,,,,,,
1235,Sep-19,NG Jern-Fei | Malaysia | Sole Arbitrator | Court | Active,,,,Closed,Old1255,24241/PTA,,"Closed, Nov 21",,,,
1236,Sep-19,RICHLER JOEL | Canada | Court | Active,,,,Closed,Old1256,24444 MK,,,,,,
1237,Sep-19,REICHERT KLAUS | Germany ; Ireland | Co-arbitrators | Active,HOLLANDER PASCAL | Belgium | Respondent(s) | Active,WALD GERALD | United States of America | Claimant(s) | Active,,Closed,Old1258,24045/MK,,,,,,
1238,Sep-19,HECKEL Peter | Germany | President | Court | Active,SCHWARTZ Eric | France ; United States of America | Co-arbitrator | Parties | Active,KOCUR Michal | Poland | Sole Arbitrator | Parties | Active,,Pending,Old1259,23912 MHM,,,,,,
1239,Sep-19,TAN Paul | Singapore | Sole Arbitrator | Parties | Active,,,,Closed,Old1260,24399/PTA,,"Closed, Aug 21",,,,
1240,Sep-19,MOSER MICHAEL | Austria | Co-arbitrators | Active,REICHERT KLAUS | Germany ; Ireland | Claimant(s) | Active,MELORO THOMAS | United States of America | Respondent(s) | Active,,Closed,Old1261,24039/MK,,,,,,
1241,Sep-19,Valasek Martin | Czech Republic ; Canada | Sole Arbitrator | Court | Active,,,,Pending,Old1262,24090/MK,,,,,,
1242,Oct-19,Dracos Marcos | Cyprus | Sole Arbitrator | Parties | Active,,,,Closed,Old1263,24222/FS,,"Closed, May 22",,,,
1243,Oct-19,Draye Maarten | Belgium | Sole Arbitrator | Court | Active,,,,Closed,Old1264,23209/FS,,"Closed, May 22",,,,
1244,Oct-19,KRUEGER PELA JULIANA | Brazil | Co-arbitrators | Active,SIMAO JOSÉ FERNANDO | | Claimant(s) | Active,TEPEDINO GUSTAVO | Brazil ; Italy | Respondent(s) | Active,,Closed,Old1265,23830/GSS/PFF,,,,,,
1245,Oct-19,ULHOA COELHO Fábio | Brazil | President | Co-arbitrators | Active,OCTAVIANI Alessandro | Brazil | Co-arbitrator | Claimant(s) | Active,ROSSI Francisco Vicente | Brazil | Co-arbitrator | Respondent(s) | Active,,Pending,Old1266,24110/GSS/PFF,,,,,,
1246,Oct-19,HUCK HERMES MARCELO | Brazil | Co-arbitrators | Active,NORTHFLEET ELLEN GRACIE | Brazil | Claimant(s) | Active,NUNES PINTO JOSÉ EMILIO | Brazil | Respondent(s) | Active,,Closed,Old1267,24208/GSS/PFF,,,,,,
1247,Oct-19,ZANETTI CRISTIANO | Brazil | Co-arbitrators | Active,GARCIA DA FONSECA RODRIGO | Brazil | Claimant(s) | Active,GUERRA | Brazil | Respondent(s) | Active,,Closed,Old1268,23960/GSS/PFF,,,,,,
1248,Oct-19,ROBALINHO CAVALCANTI FABIANO | Brazil | Court | Active,,,,Closed,Old1269,24037/JPA,,,,,,
1249,Oct-19,Godoy Luciano | Brazil | President | Co-arbitrators | Active,da Gama e Souza Jr Lauro | Brazil ; France | Co-arbitrator | Respondent(s) | Active,GUERRA | Brazil | Co-arbitrator | Claimant(s) | Active,GUERRA Sérgio | Brazil | Co-arbitrator | Claimant(s) | Active,Pending,Old1270,23932/GSS/PFF,,,,,,
1250,Oct-19,De Los Santos Carlos | Spain | President | Court | Active,CAÍNZOS José Antonio | Spain | Co-arbitrator | Claimant(s) | Active,froehlingsdorf josef | Germany | Co-arbitrator | Respondent(s) | Active,,Closed,Old1272,24051/JPA,,"Closed, Nov 21",,,,
1251,Oct-19,SAHURIE Emilio | Chile | Sole Arbitrator | Court | Active,,,,Closed,Old1273,23986/JPA,,"Closed, Jul 21",,,,
1252,Oct-19,STIRNIMANN FUENTES Franz Xaver | Peru ; Switzerland | President | Court | Active,ALONSO PUIG José María | Spain | Co-arbitrator | Respondent(s) | Active,Conthe Manuel | Spain | Co-arbitrator | Claimant(s) | Active,,Closed,Old1274,23444/JPA,,"Closed, Sep 22",,,,
1253,Oct-19,Caprasse Olivier | Belgium | President | Co-arbitrators | Active,FAVRE-BULLE Xavier | Switzerland | Co-arbitrator | Respondent(s) | Active,SERAGLINI Christophe | France | Co-arbitrator | Claimant(s) | Active,,Closed,Old1275,22448/GR,,"Closed, May 22",,,,
1254,Oct-19,HANEFELD Inka | Germany | President | Co-arbitrators | Active,CARLEVARIS Andrea | Italy | Co-arbitrator | Claimant(s) | Active,Gabriel Simon | Switzerland | Co-arbitrator | Respondent(s) | Active,CONWAY Shawn C. | Netherlands ; United States of America | Emergency Arbitrator | Court | Active,Closed,Old1276,24389/MHM/GR,, | Entry disappeared in Jan 22,,,,
1255,Oct-19,PONCET Charles | Switzerland | President | Co-arbitrators | Active,DE BOISSÉSON Matthieu | France | Co-arbitrator | Claimant(s) | Active,MOLFESSIS Nicolas | France | Co-arbitrator | Respondent(s) | Active,,Closed,Old1278,23823/GR,,"Closed, Aug 21",,,,
1256,Oct-19,DUPEYRON CARINE | France | Court | Active,,,,Closed,Old1279,24339/GR,,,,,,
1257,Oct-19,WILLEMS JANE | France | Parties | Active,SHEN SIBAO | China | Claimant(s) | Active,WOEHLER JUERGEN | Austria | Respondent(s) | Active,,Closed,Old1280,23978/GR,,,,,,
1258,Oct-19,SILVA ROMERO Eduardo | Colombia ; France | President | Co-arbitrators | Active,GREENWOOD Lucy | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,ANABY Itamar | Israel | Co-arbitrator | Claimant(s) | Active,,Pending,Old1281,24115/GR,,,,,,
1259,Oct-19,Charles Jarrosson | France | President | Co-arbitrators | Active,Rubino-Sammartano Mauro | Italy | Co-arbitrator | Claimant(s) | Active,FUMAGALLI Luigi | Italy | Co-arbitrator | Respondent(s) | Active,,Pending,Old1282,24027/GR,,,,,,
1260,Oct-19,MOLINA Martin | Argentina ; Switzerland | Sole Arbitrator | Court | Active,,,,Closed,Old1283,24303/GR,,"Closed, Aug 21",,,,
1261,Oct-19,SCHERER Maxi | Germany | President | Co-arbitrators | Active,KILLIAS Laurent | Switzerland | Co-arbitrator | Claimant(s) | Active,ROBERTO Vito | Switzerland | Co-arbitrator | Respondent(s) | Active,,Closed,Old1284,24162/GR,,"Closed, Jul 21",,,,
1263,Oct-19,GUNTER Pierre-Yves | Switzerland | President | Co-arbitrators | Active,GHARAVI Hamid G. | France ; Iran (Islamic Rep. of) | Co-arbitrator | Claimant(s) | Active,PINSOLLE Philippe | France ; Switzerland | Co-arbitrator | Respondent(s) | Active,,Closed,Old1286,24185/GR,, | Entry disappeared in Jan 22,,,,
1264,Oct-19,SACERDOTI Giorgio | Italy | President | Co-arbitrators | Active,STIRNIMANN FUENTES Franz Xaver | Peru ; Switzerland | Co-arbitrator | Respondent(s) | Active,DERAINS Yves | France | Co-arbitrator | Claimant(s) | Active,,Pending,Old1287,24112/GR,,,,,,
1265,Oct-19,VERMEIRE PIERRE | Belgium | Appointing Authority | Active,,,,Closed,Old1288,24221/GR,,,,,,
1266,Oct-19,MYERS Allan | Australia | President | Co-arbitrators | Active,FURST Stephen | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,HOBER Kaj | Sweden | Co-arbitrator | Claimant(s) | Active,,Pending,Old1289,24148/FS,,,,,,
1267,Oct-19,HUGHES Benjamin | United States of America | President | Court | Active,ELLIOTT Timothy | United Kingdom (of Great Britain and Northern Ireland) | Co-arbitrator | Respondent(s) | Active,LAI Siu Chiu | Singapore | Co-arbitrator | Claimant(s) | Active,,Pending,Old1290,24331/HTG,,,,,,
1268,Oct-19,DE BOISSÉSON Matthieu | France | President | Co-arbitrators | Active,Júdice José-Miguel | Portugal | Co-arbitrator | Claimant(s) | Active,FICHTNER José Antonio | Brazil | Co-arbitrator | Respondent(s) | Active,DE BOISSÉSON Matthieu | France | President | Co-arbitrators | Active,Pending,Old1291,23742/GSS/PFF,,,,,,
1269,Oct-19,MEHTIYEVA KAMALIA | Azerbaijan ; France | Court | Active,,,,Closed,Old1293,24666 MHM,,,,,,
1270,Dec-19,ALLI FOLASHADE | Nigeria ; United Kingdom (of Great Britain and Northern Ireland) | Court | Active,,,,Closed,Old1294,24608/MK,,,,,,
1271,Dec-19,EL-HAWARY Yasser | Egypt | President | Co-arbitrators | Active,Riad Tarek | Egypt | Co-arbitrator | Claimant(s) | Active,AL JAMAL Imad Khamis | Jordan | Co-arbitrator | Respondent(s) | Active,,Pending,Old1296,24546 PTA,,,,,,
1272,Nov-19,TSELENTIS MICHAEL | Greece ; South Africa | Parties | Active,,,,Closed,Old1297,24478/GR,,,,,,
1273,Jan-20,MOSS SAMUEL | Switzerland ; United Kingdom (of Great Britain and Northern Ireland) ; Canada | Court | Active,,,,Closed,Old1298,24572/MHM/HBH,,,,,,
1274,Nov-19,ESKESEN LOTTE | Denmark | Court | Active,WASELIUS JAN | Finland | Claimant(s) | Active,LILJESTROM ROBERT BRUNO | Finland | Respondent(s) | Active,,Closed,Old1299,24535/FS,,,,,,
1275,Nov-19,KUHLI ANNETT | Germany | Court | Active,,,,Closed,Old1300,24172/FS,,,,,,
